id,org_id_anon,gender,marital,age,education,quest1,quest2,quest3,quest4,quest5,quest6,quest7,quest8,quest9,quest10,quest11,quest12,quest13,quest14,quest15,quest16,quest17,quest18,quest19,quest20,quest21,quest22,quest23,quest24,quest25,quest26,quest27,quest28,quest29,quest30,quest31,quest32,quest33,quest34,quest35,quest36,quest37,quest38,quest39,quest40,quest41,quest42,quest43,quest44,quest45,quest46,quest47,quest48,quest49,quest50,quest51,quest52,quest53,quest54,quest55,quest56,quest57,quest58,quest59,quest60,quest61,quest62,quest63,quest64,quest65,quest66,quest67,quest68,quest69,quest70,quest71,quest72,quest73,quest74,quest75,quest76,quest77,quest78,quest79,quest80,org_climate_score,org_support_score,org_context_score,org_resources_score,change_mgmt_capability_score,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
26.0,4,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,2.2,2.7333333333333334,2.8,2.8,2.5,2.0,2.0,2.6,2.8,2.0,3.4,2.6,3.0,2.8,2.2,3.2,3.0,1.8,3.2,-1.02973848,-1.084847665,-0.470480481,-0.36421324,-1.179935518,0.428389539,-0.914407998,-0.241108229,-0.091195871,-0.818791748,0.171695454,0.11825533,-1.542551782,0.077443675
27.0,9,1.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.8,2.466666666666667,2.8,2.8,2.9,3.4,2.6,2.4,2.6,2.4,2.4,2.8,1.8,3.8,3.2,2.8,2.4,3.0,2.8,0.787672848,-0.745663072,-0.59753194,-0.778542918,-0.343992382,-0.680467145,-0.584307662,-1.493336085,1.130780426,0.578711576,-0.202010595,-0.728645329,-0.268042174,-0.083290278
28.0,15,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,1.0,5.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.8,4.133333333333334,3.933333333333333,3.6,4.3,4.6,2.8,4.0,4.4,4.4,3.6,4.0,4.2,3.6,3.8,3.6,3.4,4.6,4.0,2.222833308,-0.103645204,1.442658843,2.077248753,1.748489867,0.882902241,0.936693038,1.677135101,1.169229087,1.581666832,0.54094468,0.421345655,1.972025082,1.376053543
29.0,10,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.066666666666667,2.8666666666666667,3.6,3.7333333333333334,3.3,3.2,2.8,3.2,2.4,2.6,3.6,4.2,3.2,3.4,3.0,4.2,4.0,2.8,3.8,0.365245924,-0.36508988,0.185986835,-0.816785346,-0.097482291,0.899959478,1.368722473,0.360511946,0.251795569,0.063463574,1.464532027,1.239955024,-0.644193776,0.953138745
30.0,4,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.7333333333333334,2.7333333333333334,2.4,3.1333333333333333,2.3,2.6,2.4,3.2,3.0,2.4,2.8,2.4,1.8,3.0,2.6,3.4,3.4,2.8,1.8,-0.324918519,-0.829060274,-0.001821458,0.343274152,-0.530589162,-0.186185881,-0.949347909,-1.265089799,0.176173796,-0.273799315,0.283927791,0.107488601,-0.17752484,-1.205252772
31.0,6,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.466666666666667,2.533333333333333,2.933333333333333,3.2,2.8,3.0,2.2,2.2,2.2,3.0,2.4,2.8,3.0,3.0,3.4,3.0,3.2,2.4,3.2,0.094143742,-1.180749208,-0.952759069,-1.007967309,0.449095364,-0.623877511,-0.436852142,-0.130404795,-0.207691691,0.313789868,-0.018830933,0.397872414,-0.578960315,0.432944039
32.0,14,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.8666666666666667,4.2,4.2,3.9,3.8,4.6,3.6,3.8,4.0,3.8,4.4,4.2,4.0,4.0,4.2,4.4,3.8,4.0,1.201161026,2.354490241,0.85967108,1.044390062,1.470314362,1.212385005,1.87511328,1.802391128,1.247586251,1.425959839,1.504651427,1.584930889,1.214775693,1.201932079
33.0,15,2.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,4.266666666666667,3.8666666666666667,3.8666666666666667,4.4,3.1,4.0,4.0,4.8,3.4,4.8,3.4,4.2,3.4,4.0,4.4,4.0,4.8,3.8,2.4,1.570048662,1.347250771,2.690219184,0.733321542,2.791652114,0.82864402,1.173523953,0.889883023,1.240772275,2.105592383,1.383756109,2.34783253,1.227505869,-0.4363085
34.0,10,1.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.8,3.533333333333333,3.4,2.8,3.3,4.0,4.0,3.4,4.2,3.0,3.4,3.2,3.4,3.6,2.8,2.8,2.8,4.0,2.6,1.605701272,0.814382217,0.406481524,1.629088389,0.257952803,0.516084543,-0.097366975,0.405018339,0.645318493,-0.008655974,-0.11430251,-0.028054049,1.146762447,-0.319605002
35.0,9,1.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.2,2.6666666666666665,2.8,2.933333333333333,3.1,2.6,3.4,3.6,3.8,2.4,1.8,2.6,3.2,2.6,2.8,3.6,2.4,3.0,3.2,-0.447110122,0.276279833,0.817296345,0.961362738,-0.473272256,-1.58818638,-0.850228775,0.436403457,-0.784726725,-0.221134851,0.567242576,-0.677319332,0.101723523,0.29487068
36.0,1,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.1333333333333333,2.7333333333333334,2.933333333333333,2.933333333333333,3.2,2.8,3.4,3.2,2.6,2.6,3.0,3.0,3.2,2.6,2.6,4.0,2.2,3.2,3.2,-0.167061345,0.06788689,0.022323437,-0.717170439,0.025917924,0.084802256,-0.314727581,0.408583296,-0.371586441,-0.267279917,1.191340364,-0.700215171,0.140933673,0.324466186
37.0,9,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.466666666666667,3.0,3.0,3.466666666666667,2.3,3.6,3.0,3.8,2.8,3.8,2.4,3.4,3.4,2.2,3.6,4.0,2.8,3.2,1.4,1.189394116,0.095182276,1.165516589,-0.254452356,1.230026915,-0.833916142,0.230163357,0.334081443,-1.050316571,0.847502696,1.33037106,-0.428426623,0.006257012,-1.648814662
38.0,9,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.6,3.2666666666666666,2.4,3.0,3.1,2.4,3.4,2.0,4.2,1.6,4.0,2.6,1.8,2.8,3.4,3.6,2.0,3.4,2.8,-0.426616411,0.118187532,-1.210536882,1.399335985,-1.557549429,1.511831942,-0.855319076,-1.467033853,-0.118115825,0.510300314,0.521628924,-1.146836986,0.762358465,-0.166979801
39.0,15,2.0,2.0,2.0,1.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,3.8666666666666667,3.6,3.066666666666667,3.533333333333333,3.4,4.0,4.2,3.4,3.8,3.2,3.8,3.8,2.2,3.2,3.6,3.4,3.6,4.0,2.8,1.555937909,0.984390036,0.456763828,0.796493131,0.572930033,1.226326545,0.648408602,-0.800493407,0.202809896,0.735564549,0.304167225,0.640423107,1.39812105,-0.211673173
40.0,4,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.4,1.5333333333333334,1.8666666666666667,1.8,2.5,1.0,1.6,1.6,2.2,1.4,1.0,2.0,1.8,1.8,1.6,1.6,2.2,2.8,2.2,-2.140174707,-1.687197281,-1.667714044,-0.749557726,-1.965500373,-2.433222111,-1.708289279,-1.526183034,-1.318651686,-1.901415107,-1.804229725,-0.70058466,-0.401105149,-0.827505156
41.0,4,1.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.6,2.933333333333333,2.2666666666666666,2.3333333333333335,2.5,2.2,2.4,3.2,3.0,2.8,3.0,2.4,2.6,1.8,2.4,2.2,2.4,2.2,2.8,-0.681130101,-0.98378772,0.128465544,-0.153281914,0.053353598,0.084075643,-1.225840198,-0.542209207,-1.43048799,-0.732650839,-0.902939898,-0.701625083,-0.899926728,-0.388312423
42.0,1,2.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.6,2.1333333333333333,3.066666666666667,2.4,2.3,2.8,1.8,3.2,1.8,2.6,2.0,3.0,3.2,3.0,2.0,2.6,2.6,2.8,1.8,0.008723622,-1.425062953,0.114906979,-1.523514302,-0.18567228,-1.084812204,-0.151285454,0.381705146,0.186737038,-0.978841821,-0.454784778,-0.607152885,-0.408986699,-1.39028021
43.0,1,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.7333333333333334,1.9333333333333333,2.6,2.6,1.9,2.2,2.4,3.6,1.2,2.6,2.0,2.6,2.8,2.4,2.6,2.4,2.8,2.0,1.8,-0.78714173,-0.778158456,0.843001413,-2.19198563,-0.017669293,-1.19020501,-0.695163551,-0.188591648,-0.314576036,-0.601869923,-0.493654394,-0.247468272,-1.291066982,-1.557034745
44.0,6,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,3.4,3.6666666666666665,3.0,3.8,3.5,2.0,4.4,3.8,4.0,3.4,3.6,3.2,2.8,3.0,3.2,4.0,4.2,3.0,4.0,-0.962961951,1.932557928,0.91470223,1.260341938,0.823450368,0.739803871,0.176709074,-0.011481593,0.192524199,-0.248610744,1.239026867,1.460886195,0.012386847,1.390923118
45.0,11,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.3333333333333335,3.066666666666667,3.4,2.6,3.0,3.2,4.0,2.8,3.2,3.2,2.8,3.4,3.6,3.2,2.4,3.0,2.4,3.4,2.6,0.581725854,1.004947917,-0.242211717,0.399458981,0.52002685,-0.009248163,0.215781044,0.442718454,0.143630615,-0.460656986,0.041267369,-0.648744682,0.046753158,-0.134254449
46.0,3,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,3.466666666666667,2.533333333333333,3.466666666666667,3.2666666666666666,3.3,2.4,4.4,3.6,2.4,2.2,3.0,2.8,3.8,3.8,3.2,4.4,2.2,3.2,3.4,-0.522013322,1.601280658,0.710744328,-0.853144027,-0.727988439,0.109016622,-0.436875079,0.950668069,1.054024404,0.407834028,1.656689049,-0.902274236,0.732389245,0.553955603
47.0,11,2.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,5.0,3.6666666666666665,3.1333333333333333,3.4,3.066666666666667,2.9,3.2,3.4,4.4,3.0,3.2,3.2,3.2,4.2,2.8,3.4,3.2,2.6,2.8,3.0,-0.106984085,0.017584684,1.902824976,0.333475512,0.618677264,0.435709612,-0.046326755,1.314154094,-0.16034192,0.84204488,0.274371743,-0.490460893,0.028443851,-0.056497378
48.0,15,2.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,4.0,5.0,3.0,4.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,4.4,4.333333333333333,4.333333333333333,4.333333333333333,4.4,4.4,4.2,4.6,3.4,4.8,4.8,3.8,4.8,4.4,4.0,4.6,4.4,4.0,4.8,1.997469466,1.502239639,2.293573123,0.677661569,2.751057702,2.488387895,0.779467922,2.407376046,1.936007404,1.949100787,2.012655236,1.588885208,1.549095961,2.141422251
49.0,13,1.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,3.0,3.933333333333333,4.333333333333333,4.0,3.8,2.8,3.2,3.0,3.2,4.4,4.2,4.4,3.8,4.8,3.8,3.6,4.6,3.4,4.2,-0.290216129,0.168827931,-0.007034395,0.532451248,1.72050699,1.828837114,1.719844927,0.950923424,2.243568266,1.110218801,0.51670727,2.241421515,0.456488586,1.492686422
50.0,12,2.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,2.8666666666666667,2.4,2.3333333333333335,2.933333333333333,2.5,3.4,2.4,2.8,2.2,2.0,3.0,2.6,2.2,2.2,2.6,2.8,3.4,2.4,2.6,0.608951206,-0.52737356,-0.373651316,-1.166497499,-1.182411435,-0.082552661,-0.778360056,-0.764582071,-1.062970846,-0.407151609,-0.231360398,0.000352265,-0.63473935,-0.42902102
51.0,15,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.7333333333333334,3.466666666666667,4.266666666666667,4.066666666666666,4.1,3.6,4.6,3.0,4.2,3.6,2.6,4.2,4.0,4.6,3.4,4.6,4.2,3.2,5.0,0.852978632,1.72917728,-0.072731073,1.393777466,0.940082164,-0.045847315,1.397623984,1.740794445,2.145012881,0.478076661,2.465223784,1.469902955,0.27227481,4.172676003
